scopeid,inventarisnummer,aantal_scans
324216,8056,0
324217,8057,0
80432406,8058A,0
80432407,8058B,0
80432408,8058C,0
80432409,8058D,0
324219,8059,0
80506251,8060,0
80506252,8060A,0
80506253,8060B,0
80506254,8060C,0
80506255,8061A,0
80506256,8061B,0
80506257,8061C,0
80506258,8061D,0
80506260,8062A,0
80506261,8062B,0
80506262,8062C,0
80506263,8062D,0
324223,8063,424
324224,8064,466
80506264,8065A,0
80506265,8065B,0
80506266,8065C,0
80506267,8065D,0
80506268,8066A,0
80506269,8066B,0
80506270,8066C,0
80506271,8066D,0
919500,8067,0
324230,8068,560
324231,8069,787
324233,8070,267
324236,8071,173
324237,8072,334
324238,8073,389
324239,8074,321
324240,8075,406
324241,8076,432
324242,8077,564
324243,8078,629
324244,8079,747
324245,8080,770
324246,8081,677
324247,8082,362
324248,8083,431
324249,8084,444
324250,8085,483
324251,8086,582
324252,8087,575
324253,8088,651
324254,8089,643
324255,8090,665
324256,8091,632
324257,8092,774
324258,8093,743
324259,8094,949
324260,8095,858
324261,8096,637
324262,8097,629
324263,8098,861
324264,8099,832
324265,8100,616
324266,8101,588
324267,8102,656
324268,8103,750
324269,8104,623
324270,8105,875
324271,8106,719
324272,8107,542
324273,8108,692
324274,8109,645
324275,8110,562
324276,8111,652
324277,8112,664
324278,8113,673
324279,8114,644
324280,8115,605
324281,8116,792
324282,8117,666
324283,8118,668
324284,8119,639
324285,8120,711
324286,8121,738
324287,8122,697
324288,8123,561
324289,8124,667
324290,8125,671
324291,8126,641
324292,8127,500
324293,8128,626
324294,8129,644
324295,8130,608
324296,8131,617
324297,8132,626
324298,8133,523
324299,8134,587
324300,8135,567
324301,8136,701
324302,8137,655
324303,8138,529
324304,8139,616
324305,8140,621
324306,8141,590
324307,8142,599
324308,8143,491
324309,8144,593
324310,8145,542
324311,8146,480
324312,8147,563
324313,8148,589
324314,8149,581
324315,8150,567
324316,8151,505
324317,8152,568
324318,8153,536
324319,8154,486
919501,8155,509
324320,8156,615
324321,8157,545
324322,8158,480
324323,8159,537
324324,8160,574
324325,8161,613
324326,8162,500
324327,8163,481
324328,8164,452
324329,8165,496
324330,8166,479
324331,8167,465
324332,8168,598
324333,8169,530
324334,8170,467
324335,8171,743
324336,8172,610
324337,8173,527
324338,8174,527
324339,8175,363
324340,8176,622
324341,8177,551
324342,8178,473
324343,8179,546
324344,8180,517
324345,8181,444
324346,8182,408
324347,8183,390
324348,8184,370
324349,8185,341
324350,8186,417
324351,8187,380
324352,8188,546
324353,8189,416
324354,8190,471
324355,8191,409
324356,8192,392
324357,8193,370
324358,8194,155
324361,8195,312
324362,8196,449
324363,8197,464
324364,8198,454
324365,8199,583
80589094,8200A,0
80589095,8200B,0
80589096,8200C,0
80589097,8200D,0
80589099,8201A,0
80589100,8201B,0
80589101,8201C,0
324370,8202,578
324371,8203,0
324372,8204,0
80589102,8205A,0
80589103,8205B,0
80589104,8205C,0
80589106,8206A,0
80589107,8206B,0
80589108,8206C,0
80589109,8207A,0
80589110,8207B,0
80589111,8207C,0
80589112,8207D,0
80589116,8208A,0
80589117,8208B,0
80589118,8208C,0
80589120,8209A,0
80589121,8209B,0
80589122,8210A,0
80589123,8210B,0
80589124,8211A,0
80589125,8211B,0
80589126,8212A,0
80589127,8212B,0
80589129,8213A,0
80589130,8213B,0
80589131,8214A,0
80589132,8214B,0
80589133,8214C,0
80589135,8215A,0
80589136,8215B,0
80589137,8216A,0
80589138,8216B,0
80589139,8216C,0
80589141,8217A,0
80589142,8217B,0
80589143,8217C,0
80589144,8217D,0
80589146,8218A,0
80589147,8218B,0
80589148,8218C,0
80589149,8218D,0
80589151,8219A,0
80589152,8219B,0
324390,8220,296
324391,8221,631
324392,8222,621
324393,8223,811
324394,8224,909
324395,8225,703
324396,8226,756
324397,8227,739
324398,8228,787
324399,8229,684
324400,8230,624
324401,8231,0
324402,8232,0
324403,8233,690
324404,8234,581
324405,8235,671
324408,8236,204
324409,8237,242
324410,8238,287
324411,8239,284
324412,8240,270
324413,8241,304
324414,8242,223
324415,8243,490
324416,8244,439
324417,8245,464
324418,8246,391
324419,8247,405
324420,8248,511
324421,8249,577
324422,8250,591
324423,8251,817
324424,8252,769
324425,8253,245
324426,8254,72
324429,8255,0
324430,8256,579
324431,8257,0
324432,8258,0
324433,8259,718
324434,8260,856
324435,8261,838
324436,8262,464
324437,8263,0
324438,8264,557
324439,8265,0
324440,8266,0
324441,8267,0
324442,8268,0
324443,8269,0
324444,8270,0
324445,8271,509
324446,8272,539
324447,8273,497
324448,8274,520
324449,8275,0
324450,8276,621
324451,8277,701
324452,8278,0
324453,8279,600
324454,8280,526
324455,8281,0
324456,8282,484
324457,8283,505
324458,8284,541
324459,8285,485
324460,8286,0
324461,8287,0
324462,8288,0
324463,8289,505
324464,8290,515
324465,8291,0
57933981,8291A,0
324468,8292,482
324469,8293,453
324470,8294,385
324471,8295,462
324472,8296,363
324473,8297,383
324474,8298,354
324475,8299,356
324476,8300,403
324477,8301,375
324478,8302,385
324479,8303,487
80589675,8304A,400
80589676,8304B,414
80589677,8305A,394
80589678,8305B,444
80589679,8306A,456
80589680,8306B,426
80589681,8307A,382
80589682,8307B,306
80589683,8307C,1436
80589684,8308A,0
80589685,8308B,0
324489,8309,611
324490,8310,547
324491,8311,603
324492,8312,558
324493,8313,635
324494,8314,761
324495,8315,911
324496,8316,862
324497,8317,675
324498,8318,882
324499,8319,976
324500,8320,855
324501,8321,838
324502,8322,1024
324503,8323,669
324504,8324,511
324505,8325,534
324506,8326,625
324507,8327,538
324508,8328,574
324509,8329,523
324510,8330,517
324511,8331,426
324512,8332,516
324513,8333,438
324514,8334,542
324515,8335,727
324516,8336,414
324517,8337,466
324518,8338,522
324519,8339,485
324520,8340,784
324521,8341,729
324522,8342,620
324523,8343,684
324524,8344,614
324525,8345,732
324526,8346,882
324527,8347,542
324528,8348,546
324529,8349,472
324530,8350,555
324531,8351,501
324532,8352,456
324533,8353,530
324534,8354,411
324535,8355,178
324536,8356,474
324539,8357,402
324540,8358,259
324543,8359,901
324544,8360,642
324545,8361,733
324546,8362,0
324547,8363,0
324548,8364,0
324549,8365,0
324550,8366,0
324551,8367,0
324552,8368,616
324553,8369,0
324554,8370,674
324555,8371,0
324556,8372,0
324557,8373,555
324558,8374,600
324559,8375,0
324560,8376,0
324561,8377,643
324562,8378,0
324563,8379,0
324564,8380,0
324565,8381,0
324566,8382,491
324567,8383,459
324568,8384,0
324569,8385,0
324570,8386,0
324571,8387,0
324572,8388,0
324573,8389,0
324574,8390,0
324575,8391,482
324576,8392,0
324577,8393,0
324578,8394,611
324579,8395,0
324580,8396,0
324581,8397,0
324582,8398,585
324583,8399,0
324584,8400,0
324585,8401,377
324586,8402,388
324587,8403,484
324588,8404,0
324589,8405,0
324590,8406,362
324591,8407,645
324592,8408,744
324593,8409,0
324594,8410,0
324595,8411,686
324596,8412,0
324597,8413,550
324598,8414,0
324599,8415,0
324600,8416,0
324601,8417,687
324602,8418,601
324603,8419,0
324604,8420,0
324605,8421,477
324606,8422,438
324607,8423,601
324608,8424,0
324609,8425,0
919502,8426,571
324610,8427,0
324611,8428,0
324612,8429,0
324613,8430,469
324614,8431,0
324615,8432,0
324616,8433,0
324617,8434,0
324618,8435,0
324619,8436,0
324620,8437,0
324621,8438,378
324622,8439,413
324623,8440,0
324624,8441,427
324625,8442,410
324626,8443,447
324627,8444,0
324628,8445,0
324629,8446,0
324630,8447,0
324631,8448,0
324632,8449,0
324633,8450,0
324634,8451,515
324635,8452,0
324636,8453,0
324637,8454,0
324638,8455,435
324639,8456,422
324640,8457,0
324641,8458,274
324642,8459,284
324643,8460,229
324644,8461,105
324645,8462,141
324648,8463,299
324649,8464,488
324650,8465,700
324651,8466,812
324652,8467,466
324653,8468,564
324654,8469,527
324655,8470,493
324656,8471,585
324657,8472,892
324658,8473,706
324659,8474,669
324660,8475,544
324661,8476,442
324662,8477,487
324663,8478,588
324664,8479,764
324665,8480,553
324666,8481,626
324667,8482,648
324668,8483,469
324669,8484,541
324670,8485,515
324671,8486,516
324672,8487,534
324673,8488,719
324674,8489,551
324675,8490,813
324676,8491,854
324677,8492,671
324678,8493,852
324679,8494,609
324680,8495,616
324681,8496,513
324682,8497,678
324683,8498,560
324684,8499,693
324685,8500,617
324686,8501,719
324687,8502,669
324688,8503,776
324689,8504,547
324690,8505,725
324691,8506,529
324692,8507,688
324693,8508,530
324694,8509,594
324695,8510,548
324696,8511,794
324697,8512,649
324698,8513,666
324699,8514,562
324700,8515,721
324701,8516,579
919503,8517,558
324702,8518,461
324703,8519,702
324704,8520,582
324705,8521,552
324706,8522,651
324707,8523,727
324708,8524,654
324709,8525,603
324710,8526,530
324711,8527,737
324712,8528,619
324713,8529,595
324714,8530,574
324715,8531,771
324716,8532,574
324717,8533,488
324718,8534,505
324719,8535,690
324720,8536,498
324721,8537,583
324722,8538,556
324723,8539,717
324724,8540,530
324725,8541,620
324726,8542,524
324727,8543,557
324728,8544,551
324729,8545,523
324730,8546,439
324731,8547,555
324732,8548,577
324733,8549,530
324734,8550,698
324735,8551,598
324736,8552,607
324737,8553,364
324740,8554,292
324741,8555,248
324742,8556,194
324743,8557,286
324744,8558,470
324745,8559,303
324746,8560,369
324747,8561,196
324748,8562,292
324751,8563,916
324752,8564,268
324753,8565,545
324754,8566,627
324755,8567,606
324756,8568,686
324757,8569,653
324758,8570,713
324759,8571,824
324760,8572,621
324761,8573,634
324762,8574,494
324763,8575,475
324764,8576,437
324765,8577,452
324766,8578,489
324767,8579,550
324768,8580,602
324769,8581,604
324770,8582,478
324771,8583,446
324772,8584,858
324773,8585,762
324774,8586,723
324775,8587,856
324776,8588,803
324777,8589,841
324778,8590,843
324779,8591,820
324780,8592,898
324781,8593,922
324782,8594,761
324783,8595,800
324784,8596,715
324785,8597,908
324786,8598,659
324787,8599,704
324788,8600,966
324789,8601,818
324790,8602,886
324791,8603,896
324792,8604,824
324793,8605,865
324794,8606,1006
919505,8607,1042
324795,8608,1033
324796,8609,866
324797,8610,909
324798,8611,907
324799,8612,973
324800,8613,769
324801,8614,962
324802,8615,954
324803,8616,993
324804,8617,643
324805,8618,629
324806,8619,770
324807,8620,535
324808,8621,521
324809,8622,596
324810,8623,587
324811,8624,662
324812,8625,626
324813,8626,508
324814,8627,550
324815,8628,460
324816,8629,475
324817,8630,577
324818,8631,515
324819,8632,655
324820,8633,593
324821,8634,673
324822,8635,566
324823,8636,522
324824,8637,657
324825,8638,687
324826,8639,620
324827,8640,563
324828,8641,603
324829,8642,534
324830,8643,542
324831,8644,399
324832,8645,684
324833,8646,557
324834,8647,484
324835,8648,490
324836,8649,575
324837,8650,590
324838,8651,645
324839,8652,552
324840,8653,452
324841,8654,705
324842,8655,528
324843,8656,597
324844,8657,731
324845,8658,817
324846,8659,670
324847,8660,818
324848,8661,566
324849,8662,452
324850,8663,584
324851,8664,619
324852,8665,455
324853,8666,629
324854,8667,604
324855,8668,710
324856,8669,631
324857,8670,557
324858,8671,535
324859,8672,342
324860,8673,507
324861,8674,679
324862,8675,643
324863,8676,500
324864,8677,548
324865,8678,525
324866,8679,498
324867,8680,677
324868,8681,524
324869,8682,520
324870,8683,541
324871,8684,578
324872,8685,664
324873,8686,613
324874,8687,563
324875,8688,512
324876,8689,702
324877,8690,637
324878,8691,518
324879,8692,580
324880,8693,617
324881,8694,716
324882,8695,624
324883,8696,589
324884,8697,606
324885,8698,671
324886,8699,738
324887,8700,589
324888,8701,609
324889,8702,785
324890,8703,714
324891,8704,803
324892,8705,411
324893,8706,412
324894,8707,378
324895,8708,448
324896,8709,529
324897,8710,723
324898,8711,634
28379750,8711A,4
324899,8712,559
324900,8713,482
324901,8714,524
324902,8715,582
324903,8716,658
324904,8717,752
324905,8718,685
324906,8719,829
324907,8720,643
324908,8721,649
324909,8722,647
324910,8723,831
324911,8724,652
324912,8725,580
324913,8726,406
324914,8727,424
324915,8728,627
324916,8729,567
324917,8730,659
324918,8731,539
324919,8732,604
324920,8733,640
324921,8734,677
324922,8735,366
324923,8736,407
324924,8737,512
324925,8738,636
324926,8739,621
324927,8740,554
324928,8741,602
324929,8742,435
324930,8743,350
324931,8744,403
324932,8745,468
324933,8746,439
324934,8747,456
324935,8748,676
324936,8749,477
324937,8750,502
324938,8751,702
324939,8752,540
324940,8753,601
324941,8754,490
324942,8755,599
324943,8756,602
324944,8757,517
324945,8758,586
324946,8759,494
324947,8760,448
324948,8761,428
324949,8762,454
324950,8763,568
324951,8764,658
324952,8765,638
324953,8766,557
324954,8767,681
324955,8768,540
324956,8769,598
324957,8770,556
324958,8771,527
324959,8772,609
324960,8773,574
324961,8774,625
324962,8775,412
324963,8776,575
324964,8777,497
324965,8778,500
324966,8779,363
324967,8780,371
324968,8781,287
324969,8782,491
324970,8783,401
324971,8784,558
324972,8785,443
324973,8786,477
324974,8787,566
324975,8788,565
324976,8789,338
324977,8790,363
324978,8791,453
324979,8792,426
324980,8793,498
324981,8794,495
324982,8795,576
324983,8796,638
324986,8797,550
324987,8798,817
324988,8799,818
324989,8800,687
324990,8801,824
324991,8802,970
324992,8803,878
324993,8804,1262
324994,8805,865
324995,8806,891
324996,8807,937
324997,8808,955
324998,8809,805
324999,8810,841
325000,8811,593
325001,8812,721
325002,8813,784
325003,8814,910
325004,8815,829
325005,8816,821
325006,8817,842
325007,8818,877
325008,8819,705
325009,8820,682
325010,8821,687
325011,8822,706
325012,8823,725
325013,8824,718
325014,8825,724
325015,8826,706
325016,8827,801
325017,8828,737
325018,8829,706
325019,8830,677
325020,8831,767
325021,8832,746
325022,8833,777
325023,8834,896
325024,8835,915
325025,8836,998
325026,8837,1015
325027,8838,1040
325028,8839,1042
325029,8840,812
325030,8841,789
325031,8842,782
325032,8843,757
325033,8844,908
325034,8845,993
325035,8846,1017
325036,8847,816
325037,8848,759
325038,8849,836
325039,8850,798
325040,8851,1059
325041,8852,1053
325042,8853,1042
325043,8854,907
325044,8855,934
325045,8856,879
325046,8857,801
325047,8858,819
325048,8859,748
325049,8860,720
325050,8861,709
325051,8862,681
325052,8863,741
325053,8864,739
325054,8865,733
325055,8866,695
325056,8867,711
325057,8868,766
325058,8869,755
325059,8870,793
325060,8871,787
325061,8872,729
325062,8873,753
325063,8874,781
325064,8875,778
325065,8876,895
325066,8877,876
325067,8878,779
325068,8879,890
325069,8880,923
325070,8881,904
325071,8882,911
325072,8883,804
325073,8884,825
325074,8885,891
325075,8886,769
325076,8887,804
325077,8888,741
325078,8889,804
325079,8890,762
325080,8891,721
325081,8892,712
325082,8893,681
325083,8894,608
325084,8895,730
325085,8896,652
325086,8897,679
325087,8898,696
325088,8899,578
325089,8900,607
325090,8901,575
325091,8902,494
325092,8903,805
325093,8904,788
325096,8905,321
325097,8906,317
325098,8907,641
325099,8908,520
325100,8909,744
325101,8910,789
325102,8911,956
325103,8912,894
325104,8913,942
325105,8914,1087
325106,8915,472
325107,8916,703
325108,8917,682
325109,8918,644
325110,8919,661
325111,8920,671
325112,8921,744
325113,8922,652
325114,8923,609
325115,8924,671
325116,8925,596
325117,8926,581
325118,8927,703
325119,8928,22
325120,8929,750
325121,8930,736
325122,8931,647
325123,8932,546
325124,8933,514
325125,8934,396
325126,8935,419
325127,8936,457
325128,8937,0
325129,8938,347
325130,8939,427
325131,8940,449
325132,8941,642
325133,8942,681
325134,8943,743
325135,8944,650
325136,8945,553
325137,8946,672
325138,8947,887
325139,8948,720
325140,8949,636
325141,8950,847
325142,8951,615
325143,8952,861
325144,8953,881
325145,8954,961
325146,8955,856
325147,8956,698
325148,8957,718
325149,8958,753
325150,8959,814
325151,8960,788
325152,8961,551
325153,8962,730
325154,8963,735
325155,8964,557
325156,8965,711
325157,8966,641
325158,8967,752
325159,8968,705
325160,8969,810
325161,8970,658
325162,8971,698
325163,8972,794
325164,8973,735
325165,8974,805
325166,8975,635
325167,8976,709
325168,8977,672
325169,8978,797
325170,8979,801
325171,8980,898
325172,8981,755
325173,8982,608
325174,8983,971
325175,8984,707
325176,8985,934
325177,8986,722
325178,8987,863
325179,8988,1046
325180,8989,1032
325181,8990,825
325182,8991,936
325183,8992,980
325184,8993,955
325185,8994,916
325186,8995,691
325187,8996,914
325188,8997,798
325189,8998,814
325190,8999,753
325191,9000,667
325192,9001,736
325193,9002,878
325194,9003,688
325195,9004,954
325196,9005,850
325197,9006,538
325200,9007,313
325201,9008,411
325202,9009,472
325203,9010,0
325204,9011,0
325205,9012,0
325206,9013,0
325207,9014,0
325208,9015,0
325209,9016,0
325210,9017,0
325211,9018,605
325212,9019,0
325213,9020,0
325214,9021,0
325215,9022,0
325216,9023,0
325217,9024,453
325218,9025,0
325219,9026,0
325220,9027,442
325221,9028,0
325222,9029,0
325223,9030,0
325224,9031,363
325225,9032,318
325226,9033,454
325227,9034,368
325228,9035,414
325229,9036,355
325230,9037,319
325231,9038,253
325232,9039,352
325233,9040,0
325234,9041,402
325235,9042,324
325236,9043,299
325237,9044,373
325238,9045,0
325239,9046,258
325240,9047,64
325241,9048,198
325244,9049,0
325245,9050,172
325246,9051,298
325247,9052,295
325248,9053,261
325249,9054,286
325250,9055,277
325251,9056,0
325252,9057,0
325253,9058,0
325254,9059,0
325255,9060,0
325256,9061,0
325257,9062,0
325258,9063,403
325259,9064,0
325260,9065,718
325261,9066,790
325262,9067,893
325263,9068,728
325264,9069,544
325265,9070,641
325266,9071,0
325269,9072,589
325270,9073,604
325271,9074,717
325272,9075,747
325273,9076,0
325274,9077,0
325275,9078,0
325276,9079,0
325277,9080,0
325278,9081,0
325281,9082,474
325282,9083,708
325283,9084,702
325284,9085,832
325285,9086,865
325286,9087,572
325287,9088,534
325288,9089,665
325289,9090,546
325290,9091,665
325291,9092,683
325292,9093,725
325293,9094,1067
325294,9095,818
325295,9096,774
325296,9097,746
325297,9098,669
325298,9099,660
325299,9100,684
325300,9101,540
325301,9102,715
325302,9103,567
325303,9104,585
325304,9105,611
325305,9106,637
325306,9107,560
325307,9108,588
325308,9109,669
325309,9110,649
325310,9111,650
325311,9112,644
325312,9113,715
325313,9114,756
325314,9115,762
325315,9116,751
325316,9117,648
325317,9118,672
325318,9119,770
325319,9120,762
919508,9121,818
325320,9122,820
325321,9123,774
325322,9124,789
325323,9125,700
325324,9126,727
325325,9127,718
325326,9128,732
325327,9129,714
325328,9130,579
325329,9131,642
325330,9132,578
325331,9133,550
325332,9134,604
325333,9135,600
325334,9136,584
325335,9137,668
325336,9138,702
325337,9139,704
325338,9140,666
325339,9141,627
325340,9142,552
325341,9143,584
325342,9144,598
325343,9145,540
325344,9146,612
325345,9147,577
325346,9148,572
325347,9149,524
325348,9150,424
325349,9151,646
325350,9152,561
325351,9153,493
325352,9154,447
325353,9155,664
325354,9156,522
325355,9157,510
325356,9158,423
325357,9159,506
325358,9160,447
325359,9161,625
325360,9162,568
325361,9163,550
325362,9164,501
325363,9165,610
325364,9166,475
325365,9167,650
325366,9168,445
919506,9169,430
325367,9170,512
325368,9171,532
325369,9172,519
325370,9173,454
325371,9174,473
919507,9175,558
325372,9176,520
325373,9177,612
325374,9178,453
325375,9179,604
325376,9180,482
325377,9181,382
325378,9182,680
325379,9183,474
325380,9184,572
325381,9185,449
325382,9186,495
325383,9187,319
325384,9188,444
325385,9189,437
325386,9190,397
325387,9191,453
325388,9192,359
325389,9193,269
325390,9194,441
325391,9195,533
325392,9196,389
325393,9197,581
325394,9198,408
325395,9199,342
325396,9200,436
325397,9201,480
