scopeid,inventarisnummer,aantal_scans
919737,20331B,0
336978,20332,0
336979,20333,736
336980,20334,0
336981,20335,0
336982,20336,0
336983,20337,0
336984,20338,0
336985,20339,0
336986,20340,0
919738,20340A,0
919739,20340B,0
336987,20341,0
919769,20341A,0
919740,20341B,0
336988,20342,0
336989,20343,0
336990,20344,0
336991,20345,0
336992,20346,0
336993,20347,0
336994,20348,0
336995,20349,0
336996,20350,420
336997,20351,0
336998,20352,0
336999,20353,0
337000,20354,0
337001,20355,0
337002,20356,0
337003,20357,0
337004,20358,0
337005,20359,0
337006,20360,0
337007,20361,0
337008,20362,0
337009,20363,0
337010,20364,0
337011,20365,0
337012,20366,0
337013,20367,0
337014,20368,0
337015,20369,0
337016,20370,0
337017,20371,0
337018,20372,0
337019,20373,371
337020,20374,0
919741,20375A,0
919742,20375B,0
919743,20376A,803
919744,20376B,673
337025,20377,0
337026,20378,0
337027,20379,0
337028,20380A,0
102254401,20380B,0
337029,20381,0
337030,20382,0
919745,20383A,0
919746,20383B,0
919747,20384A,0
919748,20384B,0
337033,20385,0
337034,20386,0
337035,20387,0
337036,20388,0
337037,20389,0
337038,20390,0
337039,20391,0
337040,20392,0
337041,20393,308
337042,20394,0
337043,20395,0
337044,20396,0
337045,20397,299
919749,20398A,534
919750,20398B,532
337050,20399,1093
337051,20400,1113
919751,20401A,529
919752,20401B,595
919753,20402A,553
919754,20402B,492
919755,20403A,494
919756,20403B,633
337055,20404,868
337056,20405,673
337057,20406,694
337058,20407,734
337059,20408,601
337060,20409,767
919757,20410A,639
919758,20410B,513
919759,20411A,493
919760,20411B,638
919761,20412A,617
919762,20412B,609
337064,20413,811
337065,20414,777
919763,20415A,640
919764,20415B,668
919765,20416A,782
919766,20416B,566
919767,20417,384
337068,20418,786
337069,20419,657
337070,20420,616
337071,20421,517
337072,20422,453
337073,20423,613
337075,20424,540
337076,20425,311
919768,20426,701
337077,20427,399
337078,20428,355
337079,20429,859
337080,20430,624
337081,20431,718
337082,20432,630
337083,20433,689
337084,20434,435
337085,20435,440
337086,20436,701
337087,20437,435
337088,20438,697
337089,20439,581
337090,20440,533
337091,20441,353
337092,20442,451
337093,20443,618
337094,20444,632
337095,20445,606
337096,20446,709
337097,20447,465
337098,20448,370
337099,20449,484
337100,20450,389
337101,20451,716
337102,20452,486
337103,20453,600
337104,20454,545
337105,20455,697
337106,20456,422
337107,20457,368
337108,20458,520
337109,20459,462
337110,20460,398
337111,20461,712
337112,20462,468
337113,20463,278
337114,20464,547
337115,20465,444
337116,20466,511
337117,20467,549
337118,20468,507
337119,20469,546
337120,20470,302
337121,20471,520
337122,20472,454
337123,20473,341
337124,20474,271
337125,20475,224
337126,20476,258
919770,20477A,322
919771,20477B,634
919772,20478A,0
919773,20478B,435
919774,20479A,0
919775,20479B,0
337132,20480,0
337133,20481,0
337134,20482,0
337135,20483,0
337136,20484,0
337137,20485,0
337138,20486,0
337139,20487,0
337140,20488,0
337141,20489,0
337142,20490,0
337143,20491,0
919776,20492A,0
919777,20492B,463
337145,20493,907
337146,20494,846
337147,20495,0
337148,20496,0
337149,20497,0
337150,20498,540
337151,20499,0
337152,20500,426
337153,20501,394
337154,20502,0
337155,20503,0
337156,20504,0
337157,20505,0
337158,20506,0
337159,20507,0
337160,20508,0
337161,20509,0
337162,20510,0
337163,20511,0
337164,20512,0
337165,20513,325
337166,20514,0
337167,20515,573
337168,20516,0
337169,20517,0
337170,20518,0
337171,20519,0
337172,20520,0
337173,20521,0
337174,20522,0
337175,20523,0
337176,20524,0
337177,20525,0
337178,20526,0
337179,20527,0
337180,20528,0
337181,20529,0
337182,20530,555
337183,20531,0
337184,20532,0
337185,20533,0
337186,20534,0
337187,20535,0
337188,20536,633
337189,20537,0
337190,20538,667
337191,20539,0
337192,20540,0
337193,20541,0
337194,20542,0
337195,20543,0
337196,20544,179
337197,20545,152
337198,20546,74
337199,20547,111
337200,20548,0
337203,20549,494
337204,20550,0
337205,20551,0
337206,20552,0
337207,20553,0
337208,20554,0
337209,20555,0
337210,20556,0
337211,20557,0
337212,20558,0
337213,20559,0
337214,20560,0
337215,20561,0
337216,20562,0
337217,20563,0
337218,20564,0
337219,20565,0
337220,20566,0
337221,20567,0
337222,20568,0
337223,20569,0
337224,20570,444
337225,20571,642
337226,20572,669
337227,20573,585
337228,20574,0
337229,20575,0
337230,20576,541
337231,20577,0
337232,20578,0
337233,20579,0
337234,20580,686
337235,20581,0
337236,20582,0
337237,20583,635
337238,20584,0
337239,20585,0
337240,20586,0
337241,20587,0
337242,20588,0
337243,20589,0
337244,20590,0
337245,20591,0
337246,20592,0
337247,20593,0
337248,20594,0
337249,20595,0
337250,20596,0
337251,20597,0
337252,20598,0
337253,20599,0
337254,20600,0
337255,20601,0
337256,20602,0
337257,20603,0
337258,20604,0
337259,20605,0
337260,20606,0
337261,20607,0
337262,20608,0
337263,20609,0
337264,20610,0
337265,20611,0
337266,20612,0
337267,20613,0
337268,20614,0
337269,20615,0
337270,20616,0
337271,20617,0
337272,20618,0
337273,20619,0
337274,20620,0
337275,20621,0
337276,20622,331
337277,20623,470
337278,20624,0
337279,20625,0
337280,20626,0
337281,20627,0
337282,20628,0
337283,20629,0
337284,20630,0
337285,20630A,0
337286,20630B,0
337287,20630C,0
337288,20631,204
337289,20632,248
337290,20633,0
337291,20634,0
337294,20635,601
337295,20636,679
337296,20637,488
337297,20638,631
337298,20639,676
337299,20640,561
919778,20641A,472
919779,20641B,571
919780,20642A,578
919781,20642B,543
337302,20643,801
337303,20644,519
337304,20645,701
337305,20646,402
337306,20647,474
337307,20648,424
337308,20649,417
337309,20650,483
337310,20651,358
337311,20652,494
337312,20653,348
337313,20654,407
337314,20655,587
337315,20656,495
337316,20657,637
337317,20658,396
337318,20659,429
337319,20660,533
337320,20661,265
337321,20662,407
337322,20663,435
337323,20664,488
337324,20665,493
337325,20666,715
337326,20667,724
337327,20668,593
337328,20669,400
337329,20670,360
337330,20671,442
337331,20672,414
337332,20673,724
337333,20674,294
337334,20675,378
337335,20676,326
337336,20677,545
337337,20678,527
337338,20679,445
337339,20680,711
337340,20681,767
337341,20682,399
337342,20683,449
337343,20684,276
337344,20685,177
337346,20686,0
919782,20687A,0
919783,20687B,0
919784,20688A,0
919785,20688B,0
919786,20689A,0
919787,20689B,0
337352,20690,0
337353,20691,0
337354,20692,0
337355,20693,0
337356,20694,0
337357,20695,0
337358,20696,655
337359,20697,767
337360,20698,0
337361,20699,0
337362,20700,0
337363,20701,0
337364,20702,0
337365,20703,0
919788,20704A,0
919789,20704B,0
337367,20705,0
337368,20706,0
337369,20707,0
337370,20708,0
337371,20709,615
337372,20710,0
337373,20711,0
337374,20712,0
337375,20713,0
337376,20714,0
337377,20715,628
337378,20716,0
337379,20717,411
919790,20718A,0
919791,20718B,0
337383,20719,0
337384,20720,0
337385,20721,0
337386,20722,0
919792,20723A,0
919793,20723B,0
919794,20724A,0
919795,20724B,0
337389,20725,0
919796,20726A,0
919797,20726B,0
337391,20727,0
337392,20728,0
337393,20729,0
337394,20730,0
337395,20731,0
337396,20732,0
337397,20733,0
337398,20734,509
337399,20735,0
337400,20736,0
337401,20737,0
337402,20738,0
337403,20739,0
337404,20740,0
337405,20741,445
337406,20742,0
337407,20743,0
337408,20744,0
337409,20745,0
337410,20746,0
337411,20747,0
337412,20748,0
337413,20749,0
337414,20750,0
919798,20751,0
919799,20752,745
337415,20753,0
337416,20754,0
337417,20755,0
337418,20756,0
337419,20757,0
337420,20758,0
337421,20759,0
337448,20760,363
337449,20761,0
337450,20762,483
337422,20763,0
919800,20764A,0
919801,20764B,0
919802,20765A,0
919803,20765B,0
919804,20766A,0
919805,20766B,0
337426,20767,0
337427,20768,0
337428,20769,0
337429,20770,0
337430,20771,0
337431,20772,0
337432,20773,0
337433,20774,0
337434,20775,0
337435,20776,0
337436,20777,0
337437,20778,0
337438,20779,0
337439,20780,0
337440,20781,0
337441,20782,0
337442,20783,0
337443,20784,0
337444,20785,0
337445,20786,0
337452,20787,167
337455,20788,756
337456,20789,531
337457,20790,549
919806,20791A,480
919807,20791B,470
919808,20792A,0
919809,20792B,0
919810,20793A,0
919811,20793B,0
337461,20794,726
919812,20795A,0
919813,20795B,0
919814,20796A,0
919815,20796B,0
337464,20797,815
337465,20798,442
337466,20799,684
337467,20800,592
337468,20801,494
337469,20802,500
337470,20803,489
337471,20804,406
337472,20805,441
337473,20806,401
337474,20807,441
337475,20808,396
337476,20809,949
337477,20810,1190
337478,20811,796
337479,20812,1122
337480,20813,486
337481,20814,464
337482,20815,635
337483,20816,479
337484,20817,683
337485,20818,445
337486,20819,400
337487,20820,530
337488,20821,656
337489,20822,371
337490,20823,279
337491,20824,753
337492,20825,545
337493,20826,436
337494,20827,524
337495,20828,291
337496,20829,397
337497,20830,538
337498,20831,501
337499,20832,103
337502,20833,583
337503,20834,582
337504,20835,620
337505,20836,784
337506,20837,526
919816,20838A,0
919817,20838B,0
337508,20839,751
919818,20840A,0
919819,20840B,0
337510,20841,779
337511,20842,801
337512,20843,823
337513,20844,395
337514,20845,490
337515,20846,378
337516,20847,405
337517,20848,359
337518,20849,305
337519,20850,447
337520,20851,304
337521,20852,421
337522,20853,396
337523,20854,383
337524,20855,531
337525,20856,365
337526,20857,398
337527,20858,619
337528,20859,382
337529,20860,355
337530,20860A,310
337533,20861,704
337534,20862,806
919820,20863A,0
919821,20863B,551
337536,20864,724
337537,20865,962
337538,20866,1012
919822,20867A,0
919823,20867B,0
919824,20868A,0
919825,20868B,0
919826,20869A,0
919827,20869B,0
337542,20870,957
337543,20871,935
337544,20872,791
337545,20873,588
337546,20874,456
337547,20875,816
337548,20876,483
337549,20877,737
337550,20878,601
337551,20879,741
337552,20880,618
337553,20881,739
337554,20882,810
337555,20883,744
337556,20884,718
337557,20885,776
337558,20886,754
337559,20887,704
337560,20888,621
337561,20889,731
337562,20890,645
337563,20891,709
337564,20892,572
337565,20893,865
337566,20894,712
337567,20895,864
337568,20896,802
337569,20897,785
337570,20898,682
337571,20899,620
337572,20900,664
337573,20901,920
337574,20902,534
337575,20903,461
337576,20904,794
337577,20905,567
337578,20906,505
337579,20907,560
337580,20908,579
337581,20909,587
337582,20910,962
337583,20911,807
337584,20912,768
337585,20913,237
337586,20914,427
337587,20915,280
337588,20916,154
337591,20917,905
919828,20918A,631
919829,20918B,679
337593,20919,640
337594,20920,895
337595,20921,922
337596,20922,787
337597,20923,796
337598,20924,590
337599,20925,630
337600,20926,445
337601,20927,486
337602,20928,610
337603,20929,590
337604,20930,597
337605,20931,407
337606,20932,705
337607,20933,644
337608,20934,698
337609,20935,637
337610,20936,553
337611,20937,742
337612,20938,578
337613,20939,687
337614,20940,778
337615,20941,851
337616,20942,594
337617,20943,682
337618,20944,693
337619,20945,489
337620,20946,544
337621,20947,697
337622,20948,743
337623,20949,689
337624,20950,740
337625,20951,729
337626,20952,718
337627,20953,235
337628,20954,228
337631,20955,842
919830,20956A,489
919831,20956B,529
919832,20957A,664
919833,20957B,406
337634,20958,388
337635,20959,369
337636,20960,359
337638,20961,73
337637,20962,95
337641,20963,596
919834,20964A,380
919835,20964B,401
337643,20965,0
337644,20966,544
919836,20967A,367
919837,20967B,471
337646,20968,368
337647,20969,272
337648,20970,587
337649,20971,604
337650,20972,473
337651,20973,227
337652,20974,661
337653,20975,654
337654,20976,629
337655,20977,564
337656,20978,552
337657,20979,451
337658,20980,353
337659,20981,303
337660,20982,385
337661,20983,465
337662,20984,499
337663,20985,456
337664,20986,500
337665,20987,625
337666,20988,408
337667,20989,379
337668,20990,398
919838,20991A,388
919839,20991B,559
919840,20992A,560
919841,20992B,588
919842,20993A,351
919843,20993B,675
337674,20994,683
337675,20995,439
337676,20996,458
337677,20997,85
337680,20998,489
919844,20999A,382
919845,20999B,414
919846,21000A,549
919847,21000B,533
919848,21001A,444
919849,21001B,543
919850,21002A,535
919851,21002B,558
337685,21003,624
337686,21004,661
337687,21005,659
337688,21006,558
337689,21007,738
337690,21008,583
919852,21009A,705
919853,21009B,309
337692,21010,278
337693,21011,682
337694,21012,739
337695,21013,636
337696,21014,554
337697,21015,639
337698,21016,504
337699,21017,641
337700,21018,702
337701,21019,512
337702,21020,416
337703,21021,268
337704,21022,266
337705,21023,39
345979,21024,385
345980,21025,448
345981,21026,587
345982,21027,610
345983,21028,585
345984,21029,442
345985,21030,481
345986,21031,579
345987,21032,477
345988,21033,684
345989,21034,488
345990,21035,526
345991,21036,572
345992,21037,467
345993,21038,417
345994,21039,383
345995,21040,285
345996,21041,567
345997,21042,535
345998,21043,489
345999,21044,354
346000,21045,516
346001,21046,614
346002,21047,353
346003,21048,376
346004,21049,465
346005,21050,361
346006,21051,331
346007,21052,427
346008,21053,478
346009,21054,533
346010,21055,493
346011,21056,625
346012,21057,402
346013,21058,293
346014,21059,524
346015,21060,406
346016,21061,357
346017,21062,737
346018,21063,551
346019,21064,557
346020,21065,515
346021,21066,373
346022,21067,289
346023,21068,475
346024,21069,626
346025,21070,587
346026,21071,567
346027,21072,428
346028,21073,403
346029,21074,393
346030,21075,1719
346031,21076,1714
346033,21077,362
346034,21078,312
346035,21079,357
346036,21080,311
346037,21081,360
919863,21082A,0
919854,21082B,0
919855,21083A,0
919856,21083B,0
337771,21084,335
337772,21085,0
337773,21086,0
337774,21087,754
337775,21088,0
919857,21089A,331
919858,21089B,619
337779,21090,668
337780,21091,475
337781,21092,521
337782,21093,384
337783,21094,187
337784,21095,615
337785,21096,440
337786,21097,390
337787,21098,427
337788,21099,685
337789,21100,422
337790,21101,417
337791,21102,258
337792,21103,510
337793,21104,677
337794,21105,342
337795,21106,286
337796,21107,428
337797,21108,315
337798,21109,695
337799,21110,329
337800,21111,234
337801,21112,610
337802,21113,613
337803,21114,249
337804,21115,483
337805,21116,408
337806,21117,559
337807,21118,487
337808,21119,508
337809,21120,456
337810,21121,498
337811,21122,334
919859,21123A,0
919860,21123B,0
337815,21124,616
337816,21125,0
337817,21126,0
337818,21127,0
337819,21128,415
337820,21129,383
337821,21130,0
337822,21131,0
337823,21132,0
337824,21133,0
337825,21134,0
337826,21135,0
337827,21136,0
337828,21137,0
337829,21138,0
337830,21139,0
337831,21140,0
337832,21141,120
919861,21142A,0
919862,21142B,0
337836,21143,0
337837,21144,0
337838,21145,0
337839,21146,0
337840,21147,0
337841,21148,0
337842,21149,0
337843,21150,473
337844,21151,0
337845,21152,0
337846,21153,0
337847,21154,0
337848,21155,0
337849,21156,0
337850,21157,0
337851,21158,0
337852,21159,391
337853,21160,0
337854,21161,0
337855,21162,0
337856,21163,0
337857,21164,0
337858,21165,0
337859,21166,492
337860,21167,0
337861,21168,0
337862,21169,0
337863,21170,0
337864,21171,0
337865,21172,0
337866,21173,0
337867,21174,0
337868,21175,0
337869,21176,453
337870,21177,0
337871,21178,0
337872,21179,0
337873,21180,0
337874,21181,0
337875,21182,0
337876,21183,0
337877,21184,0
337878,21185,0
337879,21186,0
337880,21187,0
337881,21188,0
337882,21189,0
337883,21190,0
337884,21191,275
337887,21192,675
919864,21193A,284
919865,21193B,492
919866,21194A,492
919867,21194B,291
337890,21195,450
337891,21196,383
337892,21197,405
337893,21198,302
337894,21199,457
337895,21200,590
337896,21201,713
337897,21202,360
337898,21203,297
337899,21204,350
337900,21205,373
337901,21206,457
337902,21207,456
337903,21208,549
337904,21209,458
337905,21210,726
337906,21211,562
337907,21212,580
337908,21213,491
337909,21214,569
337910,21215,322
337913,21216,0
337914,21217,0
337915,21218,0
337916,21219,0
919868,21220A,0
919869,21220B,0
337920,21221,0
337921,21222,594
337922,21223,0
337923,21224,0
337924,21225,0
337925,21226,0
337926,21227,0
337927,21228,0
337928,21229,0
337929,21230,0
337930,21231,0
337931,21232,0
337932,21233,0
337933,21234,0
337934,21235,0
337935,21236,679
337936,21237,476
337937,21238,343
337938,21239,0
337939,21240,0
337940,21241,0
337941,21242,0
337942,21243,0
337943,21244,0
337944,21245,613
337945,21246,629
337946,21247,0
337947,21248,0
337948,21249,0
337949,21250,0
337950,21251,0
337951,21252,391
337954,21253,0
337955,21254,0
337956,21255,0
337957,21256,0
337958,21257,0
337959,21258,476
337960,21259,92
337963,21260,0
337964,21261,0
337965,21262,0
337966,21263,0
337967,21264,487
337968,21265,569
337969,21266,0
337970,21267,0
337971,21268,421
337972,21269,0
337973,21270,0
337974,21271,0
337975,21272,0
337976,21273,0
337977,21274,0
337978,21275,0
337979,21276,0
337980,21277,0
337981,21278,0
337982,21279,0
337983,21280,0
337984,21281,0
337985,21282,0
337986,21283,0
337987,21284,0
337988,21285,0
337989,21286,0
337990,21287,0
337991,21288,522
337992,21289,0
337993,21290,0
337994,21291,112
337995,21292,116
337998,21293,0
337999,21294,0
338000,21295,0
338001,21296,559
338002,21297,383
338003,21298,0
338004,21299,0
338005,21300,0
338006,21301,0
338007,21302,0
338008,21303,245
338011,21304,361
338012,21305,398
338013,21306,599
338014,21307,397
338015,21308,604
338016,21309,484
338017,21310,491
338018,21311,331
338019,21312,654
338020,21313,548
338021,21314,338
338022,21315,387
338023,21316,374
338024,21317,491
338025,21318,482
338026,21319,393
338027,21320,458
338028,21321,486
338029,21322,517
338030,21323,116
338033,21324,0
338034,21325,0
338035,21326,0
338036,21327,0
338037,21328,0
338038,21329,0
338039,21330,0
338040,21331,732
338041,21332,0
338042,21333,271
338045,21334,0
338046,21335,0
338047,21336,0
338048,21337,0
338049,21338,547
338050,21339,0
338051,21340,0
338052,21341,0
338053,21342,0
338054,21343,0
338055,21344,0
338056,21345,0
338057,21346,0
338058,21347,0
338059,21348,0
338060,21349,0
338063,21350,761
338064,21351,487
338065,21352,458
338066,21353,488
338067,21354,432
338068,21355,552
338069,21356,611
338070,21357,622
338071,21358,574
338072,21359,730
338073,21360,645
338074,21361,761
338075,21362,709
338076,21363,757
338077,21364,679
338078,21365,848
338079,21366,499
338080,21367,445
338081,21368,700
338082,21369,518
338083,21370,576
338084,21371,505
338085,21372,518
338086,21373,500
338087,21374,555
338088,21375,611
338089,21376,490
338090,21377,507
338091,21378,476
338092,21379,386
338093,21380,492
338094,21381,416
338095,21382,575
338096,21383,445
338097,21384,512
338098,21385,469
338099,21386,516
338100,21387,363
338101,21388,515
338102,21389,438
338103,21390,523
338104,21391,600
338105,21392,564
338106,21393,467
338107,21394,706
338108,21395,510
338109,21396,647
338110,21397,453
338111,21398,472
338112,21399,605
338113,21400,501
338114,21401,745
338115,21402,577
338116,21403,718
338117,21404,379
338120,21405,0
338121,21406,0
338122,21407,0
338123,21408,605
338124,21409,0
338125,21410,0
338126,21411,0
338127,21412,0
338128,21413,0
338129,21414,0
338130,21415,0
338131,21416,0
338132,21417,0
338133,21418,0
338134,21419,0
338135,21420,0
338136,21421,0
338137,21422,0
338138,21423,0
338139,21424,0
338140,21425,0
338141,21426,0
338142,21427,0
338143,21428,0
338144,21429,0
338145,21430,0
338146,21431,0
338147,21432,0
338148,21433,0
338149,21434,0
338150,21435,519
338151,21436,692
338152,21437,0
338153,21438,0
338154,21439,0
338155,21440,0
338156,21441,0
338157,21442,0
338158,21443,0
338159,21444,0
338160,21445,0
338161,21446,0
338162,21447,0
338163,21448,0
338164,21449,0
338165,21450,0
338166,21451,468
338167,21452,465
338168,21453,0
338169,21454,0
338170,21455,0
338171,21456,0
338172,21457,0
338173,21458,0
338174,21459,0
338175,21460,0
338176,21461,0
338177,21462,574
338178,21463,429
338179,21464,0
338180,21465,0
338181,21466,0
338182,21467,0
338183,21468,0
338184,21469,0
338185,21470,0
338186,21471,0
338187,21472,392
338188,21473,0
338189,21474,0
338190,21475,563
338191,21476,0
338192,21477,0
338193,21478,0
338194,21479,0
338195,21480,0
338196,21481,0
338197,21482,0
338198,21483,0
338199,21484,398
338200,21485,0
338201,21486,0
338202,21487,0
338203,21488,0
338204,21489,276
338205,21490,249
338208,21491,0
338209,21492,0
338210,21493,0
338211,21494,0
338212,21495,0
338213,21496,0
338214,21497,0
338215,21498,0
338216,21499,0
338217,21500,0
338218,21501,0
338219,21502,0
338220,21503,0
338223,21504,368
338224,21505,374
338225,21506,667
338226,21507,625
338227,21508,694
338228,21509,572
338229,21510,552
338230,21511,477
338231,21512,659
338232,21513,0
338233,21514,369
338234,21515,516
338235,21516,542
338236,21517,514
338237,21518,671
338238,21519,507
338239,21520,531
338240,21521,0
338241,21522,0
338242,21523,0
338243,21524,0
338244,21525,369
338245,21526,0
338246,21527,368
338247,21528,444
338248,21529,636
338249,21530,546
338250,21531,0
338251,21532,0
338252,21533,0
338253,21534,0
338254,21535,0
338255,21536,0
338256,21537,167
338259,21538,267
338260,21539,0
338261,21540,0
338262,21541,0
338263,21542,585
338264,21543,320
338265,21544,0
338266,21545,474
338267,21546,0
338268,21547,0
338269,21548,0
338270,21549,697
338271,21550,0
338272,21551,610
338273,21552,651
338274,21553,479
338275,21554,0
338276,21555,0
338277,21556,616
338278,21557,117
338281,21558,0
338282,21559,0
338283,21560,0
338284,21561,0
338285,21562,0
338286,21563,0
338287,21564,0
338288,21565,0
338289,21566,0
338290,21567,0
338291,21568,0
338292,21569,0
338293,21570,0
338294,21571,0
338295,21572,0
338296,21573,0
338297,21574,0
338298,21575,0
338299,21576,0
338300,21577,0
338301,21578,0
338302,21579,803
338303,21580,0
338304,21581,0
338305,21582,0
338306,21583,0
338307,21584,0
338308,21585,0
338309,21586,0
338310,21587,430
338313,21588,0
338314,21589,699
338315,21590,0
338316,21591,651
338317,21592,0
338318,21593,0
338322,21594,0
338323,21595,0
338324,21596,0
338325,21597,0
338326,21598,0
338327,21599,0
338328,21600,0
338329,21601,0
338330,21602,585
338331,21603,0
338332,21604,0
338333,21605,625
338334,21606,0
338335,21607,0
338336,21608,0
338337,21609,0
338338,21610,0
338339,21611,0
338340,21612,0
919870,21613,0
338341,21614,0
338342,21615,0
338343,21616,0
338344,21617,0
338345,21618,0
338346,21619,0
338347,21620,0
338350,21621,0
338351,21622,0
338352,21623,0
338353,21624,581
338354,21625,0
338355,21626,0
338356,21627,0
338357,21628,540
338358,21629,0
338359,21630,0
338360,21631,0
338361,21632,450
338362,21633,514
338363,21634,382
338364,21635,0
338365,21636,0
338366,21637,466
338367,21638,0
338368,21639,0
338371,21640,0
338372,21641,0
338373,21642,0
338374,21643,598
338375,21644,0
338376,21645,0
338377,21646,0
338378,21647,0
338379,21648,0
338380,21649,0
338381,21650,0
338382,21651,0
338383,21652,483
338384,21653,0
338385,21654,0
338386,21655,0
338387,21656,0
338388,21657,0
338389,21658,0
338390,21659,0
338391,21660,0
338392,21661,385
338393,21662,0
338396,21663,0
338397,21664,0
338398,21665,374
338399,21666,0
338400,21667,0
338401,21668,0
338402,21669,0
338403,21670,0
338404,21671,0
338405,21672,552
338406,21673,0
338407,21674,0
338408,21675,0
338409,21676,639
338410,21677,0
338411,21678,0
338412,21679,0
338415,21680,386
338416,21681,572
338417,21682,530
338418,21683,536
338419,21684,706
338420,21685,422
338421,21686,311
338422,21687,298
338423,21688,396
338424,21689,341
338425,21690,315
338426,21691,331
338427,21692,442
338428,21693,385
338429,21694,332
338430,21695,323
338431,21696,628
338432,21697,355
338433,21698,319
338434,21699,381
338435,21700,505
338436,21701,581
338437,21702,601
338438,21703,350
338439,21704,571
338440,21705,598
338441,21706,660
338442,21707,609
338443,21708,371
338444,21709,371
338445,21710,386
338446,21711,629
338447,21712,528
338448,21713,426
338449,21714,472
338450,21715,573
338451,21716,503
338452,21717,605
338453,21718,427
338454,21719,343
338455,21720,515
919871,21721,465
919872,21722,459
919873,21723,524
919874,21724,513
919875,21725,374
919876,21726,184
338458,21727,0
919877,21728,0
338459,21729,0
338460,21730,0
338461,21731,0
338462,21732,0
338463,21733,0
338464,21734,0
338466,21735,269
338470,21737,577
338471,21738,687
338472,21739,498
338473,21740,490
338474,21741,488
338475,21742,313
338476,21743,358
338477,21744,292
338478,21745,491
338479,21746,456
338480,21747,631
338481,21748,344
338482,21749,368
338483,21750,323
338484,21751,486
338485,21752,681
338486,21753,705
338487,21754,708
338488,21755,550
338489,21756,490
338490,21757,459
338491,21758,342
338492,21759,518
338493,21760,593
338494,21761,623
338495,21762,615
338496,21763,657
338497,21764,450
338498,21765,620
338499,21766,577
338500,21767,492
338501,21768,551
338502,21769,594
338503,21770,421
338504,21771,194
338505,21772,0
338508,21773,0
338509,21774,0
338510,21775,664
338511,21776,0
338512,21777,0
338513,21778,0
338514,21779,0
338515,21780,0
338516,21781,0
338517,21782,0
338518,21783,0
338519,21784,0
338520,21785,0
338521,21786,0
338522,21787,0
338523,21788,0
338524,21789,0
338525,21790,0
338526,21791,0
338527,21792,0
338528,21793,94
338531,21794,0
338532,21795,0
338533,21796,0
338534,21797,0
338535,21798,0
338536,21799,0
338537,21800,0
338538,21801,0
338539,21802,418
338540,21803,0
338541,21804,0
338542,21805,0
338543,21806,0
338544,21807,0
338545,21808,0
338546,21809,0
338547,21810,0
338548,21811,0
338549,21812,455
338550,21813,0
338551,21814,0
338552,21815,0
338553,21816,0
338554,21817,0
338555,21818,0
338556,21819,0
338557,21820,0
338558,21821,0
338559,21822,0
338560,21823,0
338561,21824,0
338562,21825,0
338563,21826,0
338564,21827,0
338565,21828,0
338566,21829,0
338567,21830,0
338568,21831,0
338569,21832,0
338570,21833,0
338571,21834,0
338572,21835,0
338573,21836,0
338574,21837,0
338575,21838,311
338576,21839,0
338577,21840,253
338578,21841,0
338579,21842,0
338580,21843,0
338581,21844,0
338582,21845,0
338583,21846,0
338584,21847,0
338585,21848,0
338586,21849,0
338587,21850,0
338588,21851,0
338589,21852,0
338590,21853,0
338591,21854,0
338592,21855,0
338593,21856,420
338596,21857,0
338597,21858,0
338598,21859,0
338599,21860,0
338600,21861,0
338601,21862,0
338602,21863,442
338603,21864,0
338604,21865,0
338605,21866,0
338606,21867,0
338607,21868,448
338608,21869,0
338609,21870,0
338610,21871,0
338611,21872,0
338612,21873,0
338613,21874,0
338614,21875,377
338615,21876,0
338616,21877,0
338617,21878,0
338618,21879,0
338619,21880,506
338620,21881,189
338624,21882,0
338625,21883,533
338626,21884,458
338627,21885,0
338628,21886,0
338629,21887,0
338630,21888,0
338631,21889,0
338632,21890,0
338633,21891,589
338634,21892,0
338635,21893,0
338636,21894,0
338637,21895,0
338638,21896,0
338639,21897,0
338640,21898,0
338641,21899,0
338642,21900,0
338643,21901,0
338644,21902,0
338645,21903,0
338646,21904,0
338647,21905,525
338648,21906,0
338649,21907,0
338650,21908,651
338651,21909,0
338652,21910,0
338653,21911,0
338654,21912,0
338655,21913,0
338656,21914,382
338657,21915,417
338658,21916,0
338659,21917,0
338660,21918,0
338661,21919,0
338662,21920,0
338663,21921,0
338664,21922,0
338665,21923,0
338666,21924,0
338667,21925,0
338668,21926,0
338669,21927,540
338670,21928,444
338671,21929,0
338672,21930,0
338673,21931,0
338674,21932,0
338675,21933,0
338676,21934,0
338677,21935,0
338678,21936,0
338679,21937,0
338680,21938,0
338681,21939,0
338682,21940,0
338683,21941,196
338684,21942,196
338685,21943,213
338686,21944,87
338689,21945,0
338690,21946,0
338691,21947,0
338692,21948,0
338693,21949,0
338694,21950,0
338697,21951,0
338698,21952,549
338699,21953,0
338700,21954,0
338701,21955,0
338702,21956,0
338703,21957,0
338704,21958,759
338705,21959,0
338706,21960,0
338707,21961,701
338708,21962,0
338709,21963,0
338710,21964,0
338711,21965,0
338712,21966,710
338713,21967,0
338714,21968,0
338715,21969,0
338716,21970,0
338717,21971,0
338718,21972,0
338719,21973,0
338720,21974,0
338721,21975,0
338722,21976,0
338723,21977,0
338724,21978,0
338725,21979,0
338726,21980,0
338727,21981,0
338728,21982,0
338729,21983,0
338730,21984,0
338731,21985,0
338734,21986,413
338735,21987,0
338736,21988,0
338737,21989,448
